,index,post_class,prob
25178,AFRICAN DANCE TECH I,COMPETITIVE STRAT & INDUS ORG,0.125
25198,BIOLOGY OF DINOSAURS,COMPETITIVE STRAT & INDUS ORG,0.16666666666666666
25209,CHILD CLINICAL PSYCH,COMPETITIVE STRAT & INDUS ORG,0.125
25236,DRAMATIC WRITING,COMPETITIVE STRAT & INDUS ORG,0.125
25270,EXISTENTIALISM,COMPETITIVE STRAT & INDUS ORG,0.1111111111111111
25329,INTRO TO ASTRONOMY,COMPETITIVE STRAT & INDUS ORG,0.16666666666666666
25360,LITERARY THEORY,COMPETITIVE STRAT & INDUS ORG,0.1111111111111111
25396,PHILOSOPHY OF LAW,COMPETITIVE STRAT & INDUS ORG,0.14285714285714285
25421,READINGS IN GENRE,COMPETITIVE STRAT & INDUS ORG,0.11764705882352941
25451,SP TOPICS MUSIC THEORY,COMPETITIVE STRAT & INDUS ORG,0.16666666666666666
25476,THE FRENCH ESSAY,COMPETITIVE STRAT & INDUS ORG,0.125
25891,CHINA AND THE WORLD,"CONFLICT, RESOLUTION, AND FILM",0.125
26042,MACROECONOMIC POLICY,"CONFLICT, RESOLUTION, AND FILM",0.125
27250,CHILDHOOD IN FRENCH CULTURE,CONTEM JEWISH THOUGHT,0.16666666666666666
27703,INTL LAW/INTL INSTITU,CONTEMP AMERICAN WRITERS,0.14285714285714285
27819,SHAKESPEARE: COMEDIES/ROMANCES,CONTEMP AMERICAN WRITERS,0.14285714285714285
28068,LANGUAGE AND SOCIETY,CONTEMPORARY CHINESE CULTURE,0.14285714285714285
28145,RES METH IN SOCIAL PSY,CONTEMPORARY CHINESE CULTURE,0.125
28169,SP TOP LITERARY GENRES,CONTEMPORARY CHINESE CULTURE,0.14285714285714285
28180,SPECIAL TOPICS LANG/LIT,CONTEMPORARY CHINESE CULTURE,0.14285714285714285
28227,ADV INTERMEDIATE SPANISH,CONTEMPORARY DOCUMENTARY FILMS,0.14285714285714285
28310,ELECT & SOC PROTEST IN LAT AM,CONTEMPORARY DOCUMENTARY FILMS,0.14285714285714285
28443,"MUSIC, SOUND, AND STYLE",CONTEMPORARY DOCUMENTARY FILMS,0.14285714285714285
28564,ADV FR LANG/WRIT WORKSHP,CONTEMPORARY FRENCH FICTION,0.125
28578,AFRICAN DANCE TECH I,CONTEMPORARY FRENCH FICTION,0.125
28876,THE FRENCH ESSAY,CONTEMPORARY FRENCH FICTION,0.125
28901,ABORTION IN AMERICAN CULTURE,CONTEMPORARY ISSUES IN EDUC,0.125
28988,EDITING THE TV DOCUMENTARY,CONTEMPORARY ISSUES IN EDUC,0.16666666666666666
28994,ELEMENTARY FRENCH 1,CONTEMPORARY ISSUES IN EDUC,0.125
29008,EVANGELICAL TRAD IN AMER,CONTEMPORARY ISSUES IN EDUC,0.14285714285714285
29041,INDEPENDENT STUDY,CONTEMPORARY ISSUES IN EDUC,0.14285714285714285
29079,INTRO TO U.S. HEALTH CARE SYST,CONTEMPORARY ISSUES IN EDUC,0.125
29591,ADVANCED EXPRESSION,CORPORATE FINANCE,0.125
29593,ADVANCED JAPANESE,CORPORATE FINANCE,0.14285714285714285
29595,ADVANCED TOPICS,CORPORATE FINANCE,0.125
29632,CHINESE LIT IN TRANSLATION,CORPORATE FINANCE,0.14285714285714285
29640,COMPOSITION I,CORPORATE FINANCE,0.14285714285714285
29646,COSTUME DESIGN,CORPORATE FINANCE,0.25
29673,ELEMENTARY ARABIC,CORPORATE FINANCE,0.14285714285714285
29682,ENTREPRENEURIAL OPP. AND FINAN,CORPORATE FINANCE,0.125
29692,FIGURE DRAWING,CORPORATE FINANCE,0.25
29710,HIST PHOTO 1839-PRESENT,CORPORATE FINANCE,0.125
29712,HISTORY OF ROMANTIC LOVE,CORPORATE FINANCE,0.125
29727,INTERMEDIATE CHINESE,CORPORATE FINANCE,0.11538461538461539
29733,INTERMEDIATE JAPANESE,CORPORATE FINANCE,0.14285714285714285
29738,INTERNATIONAL TRADE,CORPORATE FINANCE,0.13333333333333333
29755,INTRO TO HISTORY OF ART,CORPORATE FINANCE,0.125
29779,LITERACY IN CHINESE,CORPORATE FINANCE,0.14285714285714285
29796,MOD JPN LIT/CULTURE(TOP),CORPORATE FINANCE,0.14285714285714285
29829,PROBABIL/STATIS IN EGR,CORPORATE FINANCE,0.125
29846,RES METH PSYCHOLOG SCI,CORPORATE FINANCE,0.125
29854,SEM MATHEMATICAL MODEL,CORPORATE FINANCE,0.14285714285714285
29868,SP TOP LIT/OTHER DISCIPL,CORPORATE FINANCE,0.125
29875,SPANISH LITERATURE (TOP),CORPORATE FINANCE,0.14285714285714285
29879,SPECIAL TOPICS IN ART HISTORY,CORPORATE FINANCE,0.125
29887,TACTICS/TECHNIQUES/PROCEDURES,CORPORATE FINANCE,0.14285714285714285
29891,THE AEGEAN BRONZE AGE,CORPORATE FINANCE,0.125
29895,THE DYNAMIC OCEANS,CORPORATE FINANCE,0.14285714285714285
29900,THEOL/FICTION C S LEWIS,CORPORATE FINANCE,0.16666666666666666
29907,TOPICS IN JAPANESE ANIME,CORPORATE FINANCE,0.14285714285714285
29995,DISTRIBUTIVE JUSTICE,"CRISIS, CHOICE, CHANGE",0.1111111111111111
30129,"MARX, NIETZSCHE, FREUD","CRISIS, CHOICE, CHANGE",0.1111111111111111
30164,POLITICS IN DEV WORLD,"CRISIS, CHOICE, CHANGE",0.1111111111111111
30226,STUDY OF SEXUALITIES,"CRISIS, CHOICE, CHANGE",0.1111111111111111
30258,WOMEN/POLITICAL PROCESS,"CRISIS, CHOICE, CHANGE",0.1111111111111111
30360,EMERGENCE ATLANTIC BASIN,CRUSADES TO HOLY LAND,0.125
30852,PROBLEM SOLVING SEMINAR,CULTURAL/LITERARY PERSP,0.125
31612,U S LAT LIT/CUL ST (TOP),CURRENT TOPICS IN LING,0.16666666666666666
31882,RELIGION AND SOCIETY/REFORM,DANTE'S DIVINE COMEDY,0.125
31898,SHAKESPEARE AFTER 1600,DANTE'S DIVINE COMEDY,0.125
32105,INTENSIVE ELEMENTARY CHINESE,DESIGN/ANALY ALGORITHMS,0.16666666666666666
32137,INTRO TO OPERATING SYSTM,DESIGN/ANALY ALGORITHMS,0.15384615384615385
32172,MATHEMATICAL FOUNDATIONS,DESIGN/ANALY ALGORITHMS,0.125
32212,PROBLEM SOLVING SEMINAR,DESIGN/ANALY ALGORITHMS,0.125
32245,SOFTWARE DESIGN/IMPLEMEN,DESIGN/ANALY ALGORITHMS,0.12
32268,TAOISM/CHINESE RELIGION,DESIGN/ANALY ALGORITHMS,0.2
32270,TECHNICAL/SOCIAL ANALY INFOR,DESIGN/ANALY ALGORITHMS,0.16666666666666666
32307,ADV INTERMEDIATE SPANISH,DEVELOPMENT ECONOMICS,0.14285714285714285
32320,ALCOHOL AND CULTURE,DEVELOPMENT ECONOMICS,0.2
32321,AMER INTERNAT ECO POLICY,DEVELOPMENT ECONOMICS,0.14285714285714285
32339,BIOPHYSICAL CHEMISTRY,DEVELOPMENT ECONOMICS,0.125
32345,CARIBBEAN 1492-1700,DEVELOPMENT ECONOMICS,0.14285714285714285
32390,ELECT & SOC PROTEST IN LAT AM,DEVELOPMENT ECONOMICS,0.14285714285714285
32396,ELEMENTARY ITALIAN 1,DEVELOPMENT ECONOMICS,0.14285714285714285
32397,ELEMENTARY ITALIAN 2,DEVELOPMENT ECONOMICS,0.14285714285714285
32399,ELEMENTS PHYSICAL CHEM,DEVELOPMENT ECONOMICS,0.125
32400,EMERGENCE ATLANTIC BASIN,DEVELOPMENT ECONOMICS,0.125
32410,EXISTENTIALISM,DEVELOPMENT ECONOMICS,0.1111111111111111
32415,FIRST-YEAR GERMAN I,DEVELOPMENT ECONOMICS,0.125
32427,GLOBAL RESPONSES RISE OF CHINA,DEVELOPMENT ECONOMICS,0.2
32443,INTELLECTUAL PROPERTY,DEVELOPMENT ECONOMICS,0.14285714285714285
32466,INTRO BIOCHEMISTRY I,DEVELOPMENT ECONOMICS,0.125
32489,LANGUAGE EVOLUTION,DEVELOPMENT ECONOMICS,0.125
