,index,post_class,prob
289,CARIB & SOUTH CONE,INTRO TO ECONOMETRICS,0.3333333333333333
291,THEOL/FICTION C S LEWIS,INTRO TO ECONOMETRICS,0.14285714285714285
293,DOCUMENTARY RESEARCH METHODS,INTRO TO ECONOMETRICS,0.125
300,MUSIC/SOCIAL LIFE/SCENES,INTRO TO ECONOMETRICS,0.125
302,REFORMATION EUROPE,INTRO TO ECONOMETRICS,0.1111111111111111
305,THE ART OF PERFORMANCE,INTRO TO ECONOMETRICS,0.125
306,INTRO TO GERMAN DRAMA,INTRO TO ECONOMETRICS,0.14285714285714285
307,THE NEW TESTAMENT,INTRO TO ECONOMETRICS,0.125
308,INTRO TO COMPU MODELING,INTRO TO ECONOMETRICS,0.125
312,THE HISTORICAL JESUS,INTRO TO ECONOMETRICS,0.125
318,INTERMEDIATE RUSSIAN I,INTRO TO ECONOMETRICS,0.14285714285714285
319,TWO-DIMENSION DES/COLOR,INTRO TO ECONOMETRICS,0.25
324,COGNITIVE PSYCHOLOGY,INTRO TO ECONOMETRICS,0.14285714285714285
327,TECH/SOC ANALY INFO & INTERNET,INTRO TO ECONOMETRICS,0.125
328,THE ART MARKET,INTRO TO ECONOMETRICS,0.2
330,ADVERTISING/SOCIETY:GLOBAL,INTRO TO ECONOMETRICS,0.125
332,ADV SPECIAL TOPICS IN MUSIC,INTRO TO ECONOMETRICS,0.14285714285714285
351,FINANCIAL ACCOUNTING,SELECTED TOPICS,0.125
355,ADV SPANISH WRITING,SELECTED TOPICS,0.11538461538461539
361,MANAGERIAL FINANCE,SELECTED TOPICS,0.125
363,ELEMENTARY ITALIAN 2,SELECTED TOPICS,0.10526315789473684
369,INTRO TO HISTORY OF ART,SELECTED TOPICS,0.11428571428571428
373,ADVANCED SPANISH GRAMMAR,SELECTED TOPICS,0.10344827586206896
378,ORGANIZA/GLOBAL COMPETIT,SELECTED TOPICS,0.175
381,INTRO TO POLICY ANALYSIS,SELECTED TOPICS,0.13793103448275862
390,STUDIES/LITERARY TOPICS,SELECTED TOPICS,0.10256410256410256
399,VOICE,SELECTED TOPICS,0.2222222222222222
402,ART/ARCH ROMAN SPECTACLE,SELECTED TOPICS,0.13793103448275862
421,POL CHOICE/VAL CONFLICT,SELECTED TOPICS,0.125
425,DATA ANALY/STAT INFER,SELECTED TOPICS,0.1111111111111111
427,MODERN TERRORISM,SELECTED TOPICS,0.15789473684210525
439,HEALTH ECONOMICS,SELECTED TOPICS,0.10526315789473684
455,ACCEL GENERAL CHEMISTRY,SELECTED TOPICS,0.13333333333333333
461,"GENETICS, GENOMICS, & SOCIETY",SELECTED TOPICS,0.13333333333333333
467,ISLAMIC CIVILIZATION,SELECTED TOPICS,0.11764705882352941
472,BUSINESS IN LITERATURE,SELECTED TOPICS,0.125
474,PROGRAMMING/PROBLEM SOLVING,SELECTED TOPICS,0.10526315789473684
480,MARKETS AND MARKETING,SELECTED TOPICS,0.16666666666666666
484,COMP APPR GLOBAL ISSUES,SELECTED TOPICS,0.125
486,REPRESENTING THE HOLOCAUST,SELECTED TOPICS,0.18181818181818182
490,ELEMENTARY JAPANESE,SELECTED TOPICS,0.125
495,INTERMEDIATE GERMAN I,SELECTED TOPICS,0.15384615384615385
496,AIDS/EMERGING DISEASES/KENYA,SELECTED TOPICS,0.1875
497,PERSP ON INFO SCI/INFO STUDIES,SELECTED TOPICS,0.23529411764705882
506,GLOBAL ISS POPULA/DEVEL,SELECTED TOPICS,0.14285714285714285
514,SPECIAL TOPICS WRITING,SELECTED TOPICS,0.14285714285714285
516,JUDAISM,SELECTED TOPICS,0.125
519,SCI/TECH ANCIENT WORLD,SELECTED TOPICS,0.25
520,DRAWING,SELECTED TOPICS,0.25
521,WESTERN WARFARE SINCE 1789,SELECTED TOPICS,0.16666666666666666
526,VOCAL DIC,SELECTED TOPICS,0.2222222222222222
533,REFORMATION OF 16TH C,SELECTED TOPICS,0.25
538,TOPICS THIRD WORLD/WEST,SELECTED TOPICS,0.16666666666666666
540,"FRANCE, THE UNIVERSAL NATION",SELECTED TOPICS,0.125
545,CONTEM JEWISH THOUGHT,SELECTED TOPICS,0.14285714285714285
546,CIVIL RIGHTS MOVEMENT,SELECTED TOPICS,0.3333333333333333
547,GENDER AND POPULAR CULTURE,SELECTED TOPICS,0.14285714285714285
548,QUANT POLITICAL ANALY I,SELECTED TOPICS,0.25
554,MARKETING MANAGEMENT,SELECTED TOPICS,0.25
559,PHILOSOPHY OF MIND,SELECTED TOPICS,0.14285714285714285
564,INTRO TO AFRICAN STUDIES,SELECTED TOPICS,0.2
570,PRINCIPLES ANIMAL PHYS,SELECTED TOPICS,0.14285714285714285
571,AMERICAN LIT: 1915-1960,SELECTED TOPICS,0.125
580,GENOCIDE IN 20TH CENTURY,SELECTED TOPICS,0.2222222222222222
594,ECOLOGY & EVOLUTION,SELECTED TOPICS,0.14285714285714285
596,FRENCH SHORT STORY,SELECTED TOPICS,0.25
597,ORGANISMAL DIVERSITY,SELECTED TOPICS,0.14285714285714285
601,ADV FIN & MGRL ACCOUNTING,SELECTED TOPICS,0.2
603,PHILOSOPHY OF BIOLOGY,SELECTED TOPICS,0.14285714285714285
605,PUBLIC HEALTH IN AMERICA,SELECTED TOPICS,0.16666666666666666
607,HISTORY CHRISTIAN CHURCH,SELECTED TOPICS,0.25
611,ELEMENTARY MODERN HEBREW,SELECTED TOPICS,0.2
615,SONGWRITER'S VOCABULARY,SELECTED TOPICS,0.2222222222222222
617,LEARNING/ADAPTIVE BEHAV,SELECTED TOPICS,0.14285714285714285
620,NOVEL IN FRENCH CANADA,SELECTED TOPICS,0.125
625,WEB-BASED MULTIMEDIA COMM.,SELECTED TOPICS,0.125
632,INTERMEDIATE LATIN,SELECTED TOPICS,0.25
635,REFORMATION EUROPE,SELECTED TOPICS,0.1111111111111111
643,ADVANCED HINDI,SELECTED TOPICS,0.14285714285714285
646,SPECIAL TOPICS LANG/LIT,SELECTED TOPICS,0.2222222222222222
647,READING IN MODERN CHINESE,SELECTED TOPICS,0.14285714285714285
656,LEARNING TO READ,SELECTED TOPICS,0.125
658,BIO BASES OF BEHAVIOR,SELECTED TOPICS,0.125
660,TECH/SOC ANALY INFO & INTERNET,SELECTED TOPICS,0.25
745,INTERNAT RELATIONS (TOP),FINANCIAL MRKTS & INVESTMENT,0.125
749,MICROECONOMIC POLICY TOOLS,FINANCIAL MRKTS & INVESTMENT,0.10526315789473684
751,EMERGENCE MODERN JAPAN,FINANCIAL MRKTS & INVESTMENT,0.13333333333333333
756,AMER DREAMS/AMER REALITIES,FINANCIAL MRKTS & INVESTMENT,0.13333333333333333
757,INTRO TO MUSIC THEORY,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
778,16TH CENTURY ITALIAN ART,FINANCIAL MRKTS & INVESTMENT,0.125
796,INTRO TO CLASSICAL CHINESE,FINANCIAL MRKTS & INVESTMENT,0.125
797,THE ATLANTIC SLAVE TRADE,FINANCIAL MRKTS & INVESTMENT,0.18181818181818182
810,AMERICAN BUSINESS HISTORY,FINANCIAL MRKTS & INVESTMENT,0.125
812,PRISONRS DILEMMA/DISTR JUSTICE,FINANCIAL MRKTS & INVESTMENT,0.15384615384615385
836,COMPUTER ORGANIZA/PROG,FINANCIAL MRKTS & INVESTMENT,0.125
840,ACTING REALISM,FINANCIAL MRKTS & INVESTMENT,0.125
844,PHILOSOPHY OF ECONOMICS,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
850,PRINCIPLES OF COMP SCIENCE,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
851,ENVIRONMENT AND SOCIETY,FINANCIAL MRKTS & INVESTMENT,0.25
872,SP TOP AMERICAN LIT IV,FINANCIAL MRKTS & INVESTMENT,0.2
875,INTRO TO CLASSICAL CHINESE II,FINANCIAL MRKTS & INVESTMENT,0.14285714285714285
876,INTL LAW/INTL INSTITU,FINANCIAL MRKTS & INVESTMENT,0.14285714285714285
878,CONTEM JEWISH THOUGHT,FINANCIAL MRKTS & INVESTMENT,0.14285714285714285
884,CONTEM CULTURE IN S ASIA,FINANCIAL MRKTS & INVESTMENT,0.125
890,CHINA AND THE WORLD,FINANCIAL MRKTS & INVESTMENT,0.16666666666666666
893,CARIBBEAN 1492-1700,FINANCIAL MRKTS & INVESTMENT,0.125
895,LITERACY AND SERVICE LEARNING,FINANCIAL MRKTS & INVESTMENT,0.25
896,ANCIENT/MODERN ETHICAL THEORY,FINANCIAL MRKTS & INVESTMENT,0.25
898,ADAPTIVE LEADERSHIP,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
902,INTRO COGNITIVE NEUROSCI,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
905,"RENAISSANCE EUROPE, 1250-1550",FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
910,MANAGEMENT ACCOUNTING,FINANCIAL MRKTS & INVESTMENT,0.25
911,BRITISH/IRISH DRAMA: 1890-1950,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
916,INTRO TO SPANISH LIT I,FINANCIAL MRKTS & INVESTMENT,0.16666666666666666
931,FIGURE DRAWING,FINANCIAL MRKTS & INVESTMENT,0.25
935,BUDDHISM,FINANCIAL MRKTS & INVESTMENT,0.125
943,LIFE IN LATE REPUBLIC,FINANCIAL MRKTS & INVESTMENT,0.25
945,INTRO TO ISRAELI CULTUR,FINANCIAL MRKTS & INVESTMENT,0.14285714285714285
963,BUSINESS AND GOVERNMENT,FINANCIAL MRKTS & INVESTMENT,0.3333333333333333
977,DADA AND SURREALISM,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
978,THE HISTORICAL JESUS,FINANCIAL MRKTS & INVESTMENT,0.125
981,US COMPARATIVE STATE POLITICS,FINANCIAL MRKTS & INVESTMENT,0.14285714285714285
985,TWO-DIMENSION DES/COLOR,FINANCIAL MRKTS & INVESTMENT,0.25
988,ADVANCED KOREAN,FINANCIAL MRKTS & INVESTMENT,0.1111111111111111
990,COGNITIVE PSYCHOLOGY,FINANCIAL MRKTS & INVESTMENT,0.14285714285714285
1063,ELEMENTARY SPANISH 2,INTERMEDIATE ECONOMICS III,0.10714285714285714
1065,VOICE,INTERMEDIATE ECONOMICS III,0.1111111111111111
1074,INTRO CREATIVE WRITING,INTERMEDIATE ECONOMICS III,0.13043478260869565
1101,INTENSIVE ELEM SPANISH,INTERMEDIATE ECONOMICS III,0.1111111111111111
1109,HEALTH PSYCHOLOGY,INTERMEDIATE ECONOMICS III,0.10526315789473684
1131,ABNORMAL PSYCHOLOGY,INTERMEDIATE ECONOMICS III,0.125
1140,PROGRAMMING/PROBLEM SOLVING,INTERMEDIATE ECONOMICS III,0.10526315789473684
1160,ELEMENTARY ARABIC,INTERMEDIATE ECONOMICS III,0.1111111111111111
1174,CPS EDUCATION RES SEM,INTERMEDIATE ECONOMICS III,0.125
1178,PSYCHOLOGY OF GENDER,INTERMEDIATE ECONOMICS III,0.125
1180,SPECIAL TOPICS WRITING,INTERMEDIATE ECONOMICS III,0.14285714285714285
1191,MUSIC IN EAST ASIA,INTERMEDIATE ECONOMICS III,0.25
1192,VOCAL DIC,INTERMEDIATE ECONOMICS III,0.1111111111111111
1195,MUSLIM IDENTITIES/EURASIA,INTERMEDIATE ECONOMICS III,0.1111111111111111
1216,INTRO TO DIGITAL SYSTEMS,INTERMEDIATE ECONOMICS III,0.125
1217,CONTEM CULTURE IN S ASIA,INTERMEDIATE ECONOMICS III,0.125
1218,INTERNATIONAL SECURITY,INTERMEDIATE ECONOMICS III,0.1111111111111111
1224,TOPICS MODERN CHINESE,INTERMEDIATE ECONOMICS III,0.1111111111111111
1225,PHILOSOPHY OF MIND,INTERMEDIATE ECONOMICS III,0.14285714285714285
1227,MILTON,INTERMEDIATE ECONOMICS III,0.1111111111111111
1231,ADAPTIVE LEADERSHIP,INTERMEDIATE ECONOMICS III,0.1111111111111111
1235,INTRO COGNITIVE NEUROSCI,INTERMEDIATE ECONOMICS III,0.1111111111111111
1239,CHAUCER,INTERMEDIATE ECONOMICS III,0.14285714285714285
1240,INTRO TO LINGUISTICS,INTERMEDIATE ECONOMICS III,0.14285714285714285
1241,FOCUS SEM,INTERMEDIATE ECONOMICS III,0.1111111111111111
1242,ACADEMIC WRITING,INTERMEDIATE ECONOMICS III,0.1111111111111111
1244,BRITISH/IRISH DRAMA: 1890-1950,INTERMEDIATE ECONOMICS III,0.1111111111111111
1252,MULTIVARIABLE CALCULUS,INTERMEDIATE ECONOMICS III,0.125
1253,ELEMENTARY FRENCH 2,INTERMEDIATE ECONOMICS III,0.125
1268,BUDDHISM,INTERMEDIATE ECONOMICS III,0.125
1280,CELL & DEVELOPMENTAL BIOLOGY,INTERMEDIATE ECONOMICS III,0.125
1281,SONGWRITER'S VOCABULARY,INTERMEDIATE ECONOMICS III,0.1111111111111111
1285,GENERAL MICROBIOLOGY,INTERMEDIATE ECONOMICS III,0.14285714285714285
1293,MODERN CHINESE CINEMA,INTERMEDIATE ECONOMICS III,0.125
1294,NUMBER THEORY,INTERMEDIATE ECONOMICS III,0.125
1295,SPEC TOP IN GOVT & POL (COMP),INTERMEDIATE ECONOMICS III,0.14285714285714285
1300,"WAVES, BEACHES, COASTLINE DYNA",INTERMEDIATE ECONOMICS III,0.125
1301,REFORMATION EUROPE,INTERMEDIATE ECONOMICS III,0.1111111111111111
1305,INTRO TO GERMAN DRAMA,INTERMEDIATE ECONOMICS III,0.14285714285714285
1308,INTRO TO THE ART OF READING,INTERMEDIATE ECONOMICS III,0.125
1317,INTERMEDIATE RUSSIAN I,INTERMEDIATE ECONOMICS III,0.14285714285714285
1322,LEARNING TO READ,INTERMEDIATE ECONOMICS III,0.125
1324,BIO BASES OF BEHAVIOR,INTERMEDIATE ECONOMICS III,0.125
1328,APPEARANCE AND REALITY,INTERMEDIATE ECONOMICS III,0.125
1331,ADV SPECIAL TOPICS IN MUSIC,INTERMEDIATE ECONOMICS III,0.14285714285714285
1376,ELEMENTARY HINDI,ASSET PRICING & RISK MGMT,0.10256410256410256
1425,READINGS IN GENRE,ASSET PRICING & RISK MGMT,0.10526315789473684
1451,KOREAN CINEMA,ASSET PRICING & RISK MGMT,0.13333333333333333
1455,THEOR/PRAC TONAL MUS II,ASSET PRICING & RISK MGMT,0.125
1460,"GENETICS, GENOMICS, & SOCIETY",ASSET PRICING & RISK MGMT,0.13333333333333333
1489,ELEMENTARY JAPANESE,ASSET PRICING & RISK MGMT,0.125
1496,PERSP ON INFO SCI/INFO STUDIES,ASSET PRICING & RISK MGMT,0.11764705882352941
1505,GLOBAL ISS POPULA/DEVEL,ASSET PRICING & RISK MGMT,0.14285714285714285
1515,JUDAISM,ASSET PRICING & RISK MGMT,0.125
1516,PRINCIPLES OF COMP SCIENCE,ASSET PRICING & RISK MGMT,0.1111111111111111
1518,SCI/TECH ANCIENT WORLD,ASSET PRICING & RISK MGMT,0.125
1519,DRAWING,ASSET PRICING & RISK MGMT,0.125
1527,FOUNDATION TACTICAL LEADERSHIP,ASSET PRICING & RISK MGMT,0.14285714285714285
1536,ROMAN HISTORY,ASSET PRICING & RISK MGMT,0.14285714285714285
1537,TOPICS THIRD WORLD/WEST,ASSET PRICING & RISK MGMT,0.16666666666666666
1539,"FRANCE, THE UNIVERSAL NATION",ASSET PRICING & RISK MGMT,0.125
1541,INTRO TO CLASSICAL CHINESE II,ASSET PRICING & RISK MGMT,0.14285714285714285
1543,INNOVATIVE TEAM LEADERSHIP,ASSET PRICING & RISK MGMT,0.14285714285714285
1547,QUANT POLITICAL ANALY I,ASSET PRICING & RISK MGMT,0.125
1569,PRINCIPLES ANIMAL PHYS,ASSET PRICING & RISK MGMT,0.14285714285714285
1570,AMERICAN LIT: 1915-1960,ASSET PRICING & RISK MGMT,0.125
1579,GENOCIDE IN 20TH CENTURY,ASSET PRICING & RISK MGMT,0.1111111111111111
1584,ROLE OF THE ARMY IN SOCIETY,ASSET PRICING & RISK MGMT,0.14285714285714285
1592,MUSIC AND MODERNISM,ASSET PRICING & RISK MGMT,0.125
1593,ECOLOGY & EVOLUTION,ASSET PRICING & RISK MGMT,0.14285714285714285
1595,FRENCH SHORT STORY,ASSET PRICING & RISK MGMT,0.125
1596,ORGANISMAL DIVERSITY,ASSET PRICING & RISK MGMT,0.14285714285714285
1598,ONE VARIABLE CALCULUS,ASSET PRICING & RISK MGMT,0.125
1599,HST MODERN PHILOSOPHY,ASSET PRICING & RISK MGMT,0.125
1602,PHILOSOPHY OF BIOLOGY,ASSET PRICING & RISK MGMT,0.14285714285714285
1611,INTRO TO ISRAELI CULTUR,ASSET PRICING & RISK MGMT,0.14285714285714285
1615,CLASSICAL PIANO,ASSET PRICING & RISK MGMT,0.125
1616,LEARNING/ADAPTIVE BEHAV,ASSET PRICING & RISK MGMT,0.14285714285714285
1617,INTRO ABSTRACT ALGEBRA,ASSET PRICING & RISK MGMT,0.14285714285714285
1619,NOVEL IN FRENCH CANADA,ASSET PRICING & RISK MGMT,0.125
1624,WEB-BASED MULTIMEDIA COMM.,ASSET PRICING & RISK MGMT,0.125
1630,KNOWLEDGE AND CERTAINTY,ASSET PRICING & RISK MGMT,0.125
1631,INTERMEDIATE LATIN,ASSET PRICING & RISK MGMT,0.125
1632,MUSIC/SOCIAL LIFE/SCENES,ASSET PRICING & RISK MGMT,0.125
1642,ADVANCED HINDI,ASSET PRICING & RISK MGMT,0.14285714285714285
1643,DADA AND SURREALISM,ASSET PRICING & RISK MGMT,0.1111111111111111
1644,THE HISTORICAL JESUS,ASSET PRICING & RISK MGMT,0.125
1645,SPECIAL TOPICS LANG/LIT,ASSET PRICING & RISK MGMT,0.1111111111111111
1646,READING IN MODERN CHINESE,ASSET PRICING & RISK MGMT,0.14285714285714285
1647,US COMPARATIVE STATE POLITICS,ASSET PRICING & RISK MGMT,0.14285714285714285
1654,ADVANCED KOREAN,ASSET PRICING & RISK MGMT,0.1111111111111111
1659,TECH/SOC ANALY INFO & INTERNET,ASSET PRICING & RISK MGMT,0.125
1758,READINGS IN GENRE,SELECTED TOPICS IN ECON (TOP),0.10526315789473684
1770,INTRODUCTION TO VISUAL CULTURE,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1776,MANAGERIAL EFFECTIVENESS,SELECTED TOPICS IN ECON (TOP),0.125
1778,ACOUSTICS AND MUSIC,SELECTED TOPICS IN ECON (TOP),0.125
1783,POLITICS IN DEVELOPING WORLD,SELECTED TOPICS IN ECON (TOP),0.125
1800,FLUTE,SELECTED TOPICS IN ECON (TOP),0.125
1803,INTERMEDIATE JAPANESE,SELECTED TOPICS IN ECON (TOP),0.125
1843,PHILOSOPHY OF ECONOMICS,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1849,PRINCIPLES OF COMP SCIENCE,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1860,FOUNDATION TACTICAL LEADERSHIP,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1867,SPECIAL TOPICS IN FILM,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1868,RESEARCH SEMINAR,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1869,ROMAN HISTORY,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1876,INNOVATIVE TEAM LEADERSHIP,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1882,INTRO TO DIGITAL SYSTEMS,SELECTED TOPICS IN ECON (TOP),0.125
1887,HEALTH POLICY,SELECTED TOPICS IN ECON (TOP),0.25
1899,AMERICAN MUSICAL THEATER FROM,SELECTED TOPICS IN ECON (TOP),0.25
1904,"RENAISSANCE EUROPE, 1250-1550",SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1905,CHAUCER,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1906,INTRO TO LINGUISTICS,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1912,GENOCIDE IN 20TH CENTURY,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1917,ROLE OF THE ARMY IN SOCIETY,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1920,ENTERPRISING LEADERSHIP,SELECTED TOPICS IN ECON (TOP),0.25
1922,INTRODUCTION TO FILM,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1936,SPORTS MARKETING,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1938,SPANISH FOR HEALTH PROFESSIONS,SELECTED TOPICS IN ECON (TOP),0.25
1940,FILM/VIDEO/DIGITAL CAPSTONE,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1951,GENERAL MICROBIOLOGY,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1961,SPEC TOP IN GOVT & POL (COMP),SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1965,MUSIC/SOCIAL LIFE/SCENES,SELECTED TOPICS IN ECON (TOP),0.125
1967,REFORMATION EUROPE,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1968,ART AND MARKETS,SELECTED TOPICS IN ECON (TOP),0.16666666666666666
1970,THE ART OF PERFORMANCE,SELECTED TOPICS IN ECON (TOP),0.125
1976,DADA AND SURREALISM,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1978,SPECIAL TOPICS LANG/LIT,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
1983,INTERMEDIATE RUSSIAN I,SELECTED TOPICS IN ECON (TOP),0.14285714285714285
1987,ADVANCED KOREAN,SELECTED TOPICS IN ECON (TOP),0.1111111111111111
